,Unnamed: 0,service_request_id,grievance,translated_text
2731,2731,101004368904,Constituent would like the grass cut before the weekend. | SR Type: [Grass Cutting]  Park owner: [BPRD],A Constituyente le gustaría que el césped se cortara antes del fin de semana.  SR Tipo: [Corte de hierba] Propietario del parque: [BPRF]
2732,2732,101004368691,"Property completely overgrown and all weeds are seeding the neighborhood. Please ticket daily, this is a multi-million dollar property in a prominent location. Thank you.","Propiedad completamente cubierta y todas las malas hierbas están sembrando el barrio. Por favor, billete diario, esta es una propiedad de varios millones de dólares en un lugar prominente. Gracias."
2733,2733,101002545663,The construction site at 232 Old Colony begins moving trucks and heavy machinery almost every single morning between 6-6:30am including most Saturdays. I believe construction is not supposed to start until 7am on weekdays and is not allowed without a special permit on weekends. I live on a side road and am woken up at 6am almost every day. Can someone enforce the noise ordinances?,El sitio de construcción en 232 Old Colony comienza a mover camiones y maquinaria pesada casi todas las mañanas entre 6-6:30am incluyendo la mayoría de los sábados. Creo que la construcción no se supone que comience hasta las 7am los días laborables y no se permite sin un permiso especial los fines de semana. Vivo en una carretera lateral y me despierto a las 6am casi todos los días.
2734,2734,101004368798,Stop this Logan airplane noise,Detén el ruido del avión Logan.
2735,2735,101004364954,Please remove litter on walking trail at Ronan Park,"Por favor, retire la basura en el sendero a pie en Ronan Park"
2736,2736,101004362046,Logan airplane noise going on now,Ruido del avión Logan en marcha ahora
2737,2737,101004362148,Louise offensive Logan airplane noise going on now,Louise ofensiva Logan ruido de avión pasando ahora
2738,2738,101004368042,I took my trash out this morning by 530 am on my way out to work and I came home after 2pm and thought the trash was picked up until I saw it in the corner piled up next to the eversource construction gate. So either the construction workers moved it which I don't believe they did when they arrive at 7am or am unknown person walking by and has issues and moved it to play games. Please have someone pick this up in front of 60 Charles St South.,"Saqué mi basura esta mañana a las 530 am en mi camino al trabajo y volví a casa después de las 2pm y pensé que la basura fue recogida hasta que la vi en la esquina amontonada al lado de la puerta de construcción eversource. Así que o los trabajadores de la construcción lo trasladaron que no creo que lo hicieron cuando llegaron a las 7am o soy una persona desconocida caminando y tiene problemas y lo movieron para jugar. Por favor, que alguien recoja esto delante de 60 Charles St South."
2739,2739,101004368894,"Date of scheduled pickup: [Friday, July 1, 2022]  Item requested for a collection: [TV (1) Air Conditioner (0) Refrigerator/Freezer (0) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Friday]  Curbside pickup or an alley: [Curbside Pickup]","Fecha de recogida programada: [Viernes, 1 de julio de 2022] Artículo solicitado para una colección: [TV (1) Aire Acondicionado (0) Frigorífico/Congelador (0) Enfriador de Agua (0) Dehumidificador (0) Monitor de Computadora (0)] Día de la basura: [Viernes] Recojo de Curbside o un callejón: [Curbside Pickup]"
2740,2740,101004368782,2 shopping carts of trash no ticket issued,2 carros de compras de basura sin billete emitido
2741,2741,101004367417,Constituent states basketball court lights have been on around the clock without going off. | Park owner: [BPRD],Las luces de la cancha de baloncesto de los estados constituyentes han estado encendidas las 24 horas del día sin apagarse.
2742,2742,101004365216,6:30 am on a Saturday morning. This is what we have to deal with. What happened to only being able to work between certain hours. This is ridiculous and I'm going for months now,6:30 am un sábado por la mañana. Esto es con lo que tenemos que lidiar. Lo que pasó a sólo ser capaz de trabajar entre ciertas horas. Esto es ridículo y voy a ir durante meses ahora
2743,2743,101004356821,Stuck on red | Signal problem: [Traffic]  Type of problem: [Light is not changing]  Type of pole: [Over the Street Pole]  Pole knockdown: [No],Atascado en rojo  Problema de la señal: [Trafico] Tipo de problema: [La luz no está cambiando] Tipo de poste: [Sobre el Polo de la Calle] Derribo del polo: [No]
2744,2744,101004361090,Broken sign pole left sharp base on side walk. Hazard for walkers.,Polo de señal roto izquierda afilada base en la caminata lateral. Peligro para los caminantes.
2745,2745,101004367779,Trash on walkway near centerfield in Ronan park,Basura en la pasarela cerca del centro de campo en Ronan Park
2746,2746,101004367497,Around water manhole cover,Alrededor de la cubierta de la alcantarilla de agua
2747,2747,101004368885,"Date of scheduled pickup: [Thursday, June 30, 2022]  Item requested for a collection: [TV (1) Air Conditioner (0) Refrigerator/Freezer (0) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Thursday]  Curbside pickup or an alley: [Curbside Pickup]","Fecha de recogida programada: [Jueves, 30 de junio de 2022] Artículo solicitado para una colección: [TV (1) Aire Acondicionado (0) Frigorífico/Congelador (0) Enfriador de Agua (0) Dehumidificador (0) Monitor de Computadora (0)] Día de la basura: [Jueves] Recojo de Curbside o un callejón: [Curbside Pickup]"
2748,2748,101004368573,"Trash bag with something, not sure","Bolsa de basura con algo, no estoy seguro"
2749,2749,101004368875,Tree blocking pedestrians,Bloqueo de árboles de peatones
2750,2750,101004368876,Over flowing garbage cans and thrash on the ground throughout the park.,Sobre los cubos de basura que fluyen y latigazos en el suelo por todo el parque.
2751,2751,101004368877,Bench in desperate need for a repaint.,Bench en la necesidad desesperada de un repintado.
2752,2752,101004368874,SLCB needs to be replaced,Es necesario sustituir el SLCB
2753,2753,101004368873,Car is park and hanging into the street. | The closest intersecting street: [River St]  How is the car parked illegally: [Other]  Details: [Car hanging into street]  Make: [Other]  Color: [RedOrange]  Vehicle License Plate Registration: [4Z0498]  Vehicle License Plate State: [MA],El coche está estacionado y colgado en la calle.  La calle más cercana a la intersección: [Rivers St] ¿Cómo está el coche estacionado ilegalmente: [Otro] Detalles: [Coche colgando en la calle] Marca: [Otro] Color: [RedNaranja] Licencia de vehículo Registro de matrícula: [4Z0498] Licencia de vehículo Estado de la placa: [MA]
2754,2754,101004367890,"Scheduled trash day: [Monday]  How was your trash placed out for collection: [Barrel]  Curbside pickup or an alley: [Curb Side Pickup]  Trash contains any construction material, paints, plumbing fixtures or tires: [No]","Día programado de la basura: [Lunes] ¿Cómo se colocó su basura para la recogida: [Barrel] Recojo de Curbside o un callejón: [Curb Side Pickup] La papelera contiene cualquier material de construcción, pinturas, accesorios de plomería o neumáticos: [No]"
2755,2755,101004368870,Construction no visible permits,Construcción sin permisos visibles
2756,2756,101004368862,Please remove bikes leaning on the fence someone has dumped the bikes. It's been there all week.,"Por favor, quiten las bicicletas que se apoyan en la valla, alguien las ha tirado."
2757,2757,101004368295,Wellington alley,Wellington callejón
2758,2758,101004368558,Over flowing recycling bins and trash all over Bell Ct,Sobre cubos de reciclaje y basura por todo Bell Ct
2759,2759,101004368557,Over flowing trash and littering the street.,Sobre la basura que fluye y la basura de la calle.
2760,2760,101004368554,Trash over flowing and all over Bell Ct,Basura sobre el flujo y todo sobre Bell Ct
2761,2761,101004368853,Request for street light that was purposely unplugged for construction to be plugged back in as construction has finished. | Problem: [Other],Solicitud de luz de calle que fue deliberadamente desenchufada para la construcción para ser enchufada de nuevo como la construcción ha terminado.  Problema: [Otro]
2762,2762,101004368554,Trash over flowing and all over Bell Ct,Basura sobre el flujo y todo sobre Bell Ct
2763,2763,101004368853,Request for street light that was purposely unplugged for construction to be plugged back in as construction has finished. | Problem: [Other],Solicitud de luz de calle que fue deliberadamente desenchufada para la construcción para ser enchufada de nuevo como la construcción ha terminado.  Problema: [Otro]
2764,2764,101004365590,"BPD reports a sinkhole in front of 100 Sudbury st, has a one in it | Where exactly on the pavement is the pothole: [On Roadway]  Date when pothole noticed: [06/25/2022]  Time when pothole noticed: [13:20]","BPD reporta un sumidero en frente de 100 Sudbury st, tiene uno en él  Donde exactamente en el pavimento está el bache: [En Roadway] Fecha en que el bache notó: [26/25/2022] Tiempo en que el bache notó: [13:20]"
2765,2765,101004368851,Lt grey Mini CooperNo license plate expired registration Has been parked for over 2 weeks please tow Has already 4 tickets,Lt gris Mini CooperNo matrícula matrícula caducada Ha sido estacionado durante más de 2 semanas por favor remolcar Tiene ya 4 entradas
2766,2766,101004367313,Rat bites: [No]  Rats in the house: [No]  Rats outside of property: [Yes]  What is the nature of the problem: [Constituent reports an increase in rodent activity in this area. Constituent states that a lot of the rats are coming from a storm drain by the tennis courts in Titus Sparrow Park and alleyway #536 north.],Mordeduras de ratas: [No] Ratas en la casa: [No] Ratas fuera de la propiedad: [Sí] ¿Cuál es la naturaleza del problema: [Constituente informa un aumento en la actividad de roedores en esta área. Constituyente afirma que muchas de las ratas vienen de un desagüe de tormenta por las pistas de tenis en Titus Sparrow Park y callejón #536 norte.]
2767,2767,101004368725,"Recycling not picked up on Monday 6/27, corner of Westchester and Centre St Jamaica Plain","Reciclaje no recogido el lunes 6/27, esquina de Westchester y Centre St Jamaica Plain"
2768,2768,101004365755,Huge series of potholes.,Enorme serie de baches.
2769,2769,101004365779,There are about seven potholes at the intersection of Blossom and Cambridge streets.,Hay unos siete baches en la intersección de las calles Blossom y Cambridge.
2770,2770,101004368779,BPD called to report lights completely out at intersection. Notified traffic signals at 12:05 PM. Traffic signals relayed a power outage in the area. | Type of pole: [Over the Street Pole]  Pole knockdown: [No],Las señales de tráfico notificadas a las 12:05 PM. Las señales de tráfico retransmitieron un corte de energía en el área.
2771,2771,101004368657,"ont the sidewalk, near the doorway to a closed business | Needle Quantity: [More Than Three]  Property Location Type: [Public]","ont la acera, cerca de la puerta de un negocio cerrado  Aguja Cantidad: [Más de tres] Tipo de propiedad: [público]"
2772,2772,101004368839,SR Type: [Grass Cutting]  Park owner: [BPRD],Tipo SR: [Corte de hierba] Propietario del parque: [BPRF]
2773,2773,101004368837,"Constituent is requesting for the sign that is already here to be more specfic, states its a commercial  vehicle parking but is not specific as to where this starts and ends. | Type of request: [Sign]","Constituyente es solicitar el signo que ya está aquí para ser más específico, afirma su un estacionamiento de vehículos comerciales, pero no es específico en cuanto a donde esto comienza y termina.  Tipo de solicitud: [Sign]"
2774,2774,101004368830,Black Mecedez completely crazy parking and blocking driveway commercial Plate: 2mMJT66,Negro Mecedez completamente loco estacionamiento y bloqueo de entrada comercial Placa: 2mMJT66
2775,2775,101004368264,"Scheduled trash day: [Monday]  How was your trash placed out for collection: [Trash bag]  Curbside pickup or an alley: [Curb Side Pickup]  Trash contains any construction material, paints, plumbing fixtures or tires: [No]","Día programado de la basura: [Lunes] ¿Cómo se colocó su basura para la recogida: [bolsa de choque] Recojo de Curbside o un callejón: [Curb Side Pickup] La papelera contiene cualquier material de construcción, pinturas, accesorios de plomería o neumáticos: [No]"
2776,2776,101004368650,Side of 505 columbia road. Furniture left out on sidewalk.  Violation issued,Lado de 505 camino de Columbia. Mobiliario dejado en la acera. Violación emitida
2777,2777,101004368492,Trash sofa dumped illegally behind the boys and girls club on Bowen st. South Boston. I have video of  two lovely neighbors who decided that this was a good spot to dump their trash. Not sure what their address is but might make the video public. Please send a crew to remove before we have squatters taking up residence. Thanks,"Sofá de basura tirado ilegalmente detrás del club de niños y niñas en Bowen St. South Boston. Tengo un video de dos vecinos encantadores que decidieron que este era un buen lugar para tirar su basura. No estoy seguro de cuál es su dirección, pero podría hacer el video público. Por favor, envíe un equipo para quitar antes de tener ocupantes ilegales tomar residencia. Gracias"
2778,2778,101004368800,Burned-out mantles,Manto quemado
2779,2779,101004368699,Trash/debris for removal. Ticket has been issued.,Papelera/debris para eliminación. El ticket ha sido emitido.
2780,2780,101004368702,Mattresses/bed frame debris for removal. No code violation found at this time.,Colchones/detritos de cama para eliminación. No se encontró ninguna violación de código en este momento.
2781,2781,101004368675,missed | Scheduled recycling day: [Monday]  How was the recycling placed out for collection: [Cart]  Curbside pickup or an alley: [Curb Side Pickup],Día de reciclaje programado: [Lunes] Cómo se colocó el reciclaje para la recogida: [Cart] Recojo de Curbside o un callejón: [Curb Side Pickup]
2782,2782,101001711322,Storm drain dumps water directly into sidewalk causing icy slipping hazard.,El drenaje de tormentas arroja agua directamente a la acera causando un riesgo de deslizamiento helado.
2783,2783,101004368301,Illegal trash on street,Basura ilegal en la calle
2784,2784,101004367132,"Overgrown bushes on city property (near commuter rail bridge on Walworth, Tyndale side) blocking sidewalk passage/access.","Los arbustos cubiertos en la propiedad de la ciudad (cerca del puente ferroviario de cercanías en Walworth, lado Tyndale) bloquean el paso/acceso a la acera."
2785,2785,101004368742,Trash bags for removal. No code violation found at this time.,Bolsas de basura para retirar. No se encontró violación de código en este momento.
2786,2786,101004368807,"Date of scheduled pickup: [Friday, July 1, 2022]  Item requested for a collection: [TV (0) Air Conditioner (0) Refrigerator/Freezer (1) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Friday]  Curbside pickup or an alley: [Curbside Pickup]","Fecha de recogida programada: [Viernes, 1 de julio de 2022] Artículo solicitado para una colección: [TV (0) Aire Acondicionado (0) Frigorífico/Congelador (1) Enfriador de agua (0) Dehumidificador (0) Monitor de computadora (0)] Día de la basura: [Viernes] Recojo de Curbside o un callejón: [Curbside Pickup]"
2787,2787,101004368618,"Overgrown vegetation.  Code Enforcement Police, please fine.","La policía de control de código, por favor, está bien."
2788,2788,101004330302,Overflowing trash can at Sparrow park,Desbordando bote de basura en el parque Sparrow
2789,2789,101004368796,Tire on sidewalk,Neumáticos en la acera
2790,2790,101004368707,Constituent reported that the traffic light is stuck on red. Contacted BTD traffic at 11:42am. | Signal problem: [Traffic]  Type of problem: [Light is not changing]  Pole knockdown: [No],Constituyente informó que el semáforo está atascado en rojo. El tráfico de BTD contactado a las 11:42am.  Problema de señal: [Trafico] Tipo de problema: [La luz no está cambiando]
2791,2791,101004354085,Overflowing trash cans in St Helena's park,Desbordando botes de basura en el parque de Santa Elena
2792,2792,101004368224,Big Belly at corner of Washington and Market Sts in Brighton Center was knocked off its platform.,Big Belly en la esquina de Washington y Market Sts en Brighton Center fue derribado de su plataforma.
2793,2793,101004368734,"Commercial property, High traffic foot area. Corner of old colony and c street","Propiedad comercial, zona peatonal de alto tráfico. Esquina de antigua colonia y calle c"
2794,2794,101004356720,The First Base dugout at Jim Rice Field at Ramsey Park.,El refugio de la Primera Base en Jim Rice Field en Ramsey Park.
2795,2795,101004368703,"On the corner of Clevemont Avenue and Everett Street this house has a HUGE bush that makes it impossible to see to turn left or right when pulling out of Clevemont Avenue, and when walking past on Everett Street, the bush is overgrown so far on to the sidewalk it is difficult to get past.  If you do, there is likely a car waiting to go that will run you over and so on.  Please prune bush back to the property line off of city property or remove the bush. Thank you.","En la esquina de la avenida Clevemont y la calle Everett esta casa tiene un enorme arbusto que hace imposible ver girar a la izquierda o a la derecha cuando se retira de la avenida Clevemont, y cuando se pasa por la calle Everett, el arbusto está demasiado crecido hasta llegar a la acera es difícil pasar. Si lo hace, es probable que haya un coche esperando para ir que le atropellará y así sucesivamente. Por favor ciruela arbusto volver a la línea de propiedad fuera de la propiedad de la ciudad o quitar el arbusto. Gracias."
2796,2796,101004365509,"Traffics from car wash blocking three roads, they need a police detail","Tráficos de lavado de coches bloqueando tres carreteras, necesitan un destacamento policial"
2797,2797,101004368794,Columbus Ave: Pretty much the length from Mass Ave to Dartmouth St has broken up gaps and missing stones of the divider. Please address the compete section,"Columbus Ave: Casi la longitud de Mass Ave a Dartmouth St ha roto los huecos y las piedras faltantes del divisor. Por favor, dirigirse a la sección de competencia"
2798,2798,101004368793,No resident sticker,Sin pegatina residente
2799,2799,101004368240,Sidewalk not passable,Sidewalk no transitable
2800,2800,101004368792,Parked in The Common.,Aparcado en El Común.
2801,2801,101004368430,Missed trash pickup. Trash put out 9pm on Sunday but not picked up Monday morning.,La basura salió a las 9pm del domingo pero no fue recogida el lunes por la mañana.
2802,2802,101004367102,Overflowing trash can Peter's Park at Bradford St,Sobrevolando bote de basura Peter's Park en Bradford St
2803,2803,101004368791,Recycling pickup day: [Thursday]  No. of carts: [1]  No. of units: [1],Día de recogida del reciclaje: [Jueves] No. de carros: [1] No. de unidades: [1]
2804,2804,101004368788,This is a park. Not a parking lot. Why do we treat our nation's oldest park this way?,"Esto es un parque, no un estacionamiento. ¿Por qué tratamos el parque más antiguo de nuestra nación de esta manera?"
2805,2805,101004368786,"2 non resident vehicles in resident spot | How is the car parked illegally: [Resident parking spot]  Type of vehicle: [Car]  Details: [second car Infinity, 4dr, black MA 323XD5]  Make: [Volvo]  Model: [4DR]  Color: [GreySilver]  Vehicle License Plate Registration: [351CS6]  Vehicle License Plate State: [MA]","2 vehículos no residentes en el lugar de residencia  ¿Cómo es el coche estacionado ilegalmente: [lugar de estacionamiento residente] Tipo de vehículo: [Coche] Detalles: [segundo coche Infinity, 4dr, negro MA 323XD5] Marca: [Volvo] Modelo: [4DR] Color: [GreySilver] Licencia de vehículo Matrícula: [351CS6] Licencia de vehículo Estado de la placa: [MA]"
2806,2806,101004368465,Shopping carts filled with trash infront of property,Carros de compras llenos de basura en frente de la propiedad
2807,2807,101004368026,"636 Beacon St ""The Belvoir"" Overflowing dumpster in alley","636 Beacon St ""El Belvoir"" Vertedero desbordante en el callejón"
2808,2808,101004365120,Rats running around behind property near dumpster,Ratas corriendo detrás de la propiedad cerca del basurero
2809,2809,101004368764,Blocking sidewalk,Bloqueo de la acera
2810,2810,101004364580,attn: lincoln please inspect & advise resident request for the holborn    street tot-lot park to be cleaned of trash & bottles | SR Type: [Cleaning/Trash]  Park owner: [BPRD],attn: lincoln por favor inspeccione y aconseje la solicitud de residente para que el parque holborn street tot-lot sea limpiado de basura y botellas  SR Tipo: [Limpieza/Trash] Propietario del parque: [BPRD]
2811,2811,101004368777,Notified Traffic | Pole knockdown: [No],Notificado tráfico  derribo del polo: [No]
2812,2812,101004365261,"On June 23, 2022, Mr. Lawrence Ollen-Smith, who lives at 77 Hilburn Street, Roslindale, Boston, MA, dumped a large pile of yard waste which has become a fire hazard for properties around the waste dump.  Could you please advise Mr. Smith to remove the waste dump to eliminate the fire hazard? Thank you for your time and help. | Witnessed incident: [Yes]  Case related to commercial waste: [No]","El 23 de junio de 2022, el Sr. Lawrence Ollen-Smith, que vive en 77 Hilburn Street, Roslindale, Boston, MA, arrojó una gran pila de residuos de yarda que se ha convertido en un peligro de incendio para las propiedades alrededor del vertedero. ¿Podría aconsejar al Sr. Smith que retire el vertedero para eliminar el peligro de incendio? Gracias por su tiempo y ayuda."
2813,2813,101004359679,"Im a resident in the boston area. And frequently take my child to the holborn street playlot play ground in Dorchester. This park has alot of trash and debre everywhere inside the park, and was wondering if there is anyone who cleans parks ? | SR Type: [Cleaning/Trash]  Park owner: [BPRD]","Soy un residente en la zona de Boston. Y con frecuencia llevar a mi hijo a la calle holborn playlot terreno de juego en Dorchester. Este parque tiene un montón de basura y desbroce por todas partes dentro del parque, y se preguntaba si hay alguien que limpia parques?  SR Tipo: [Limpiar / Trash] Propietario del parque: [BPRD]"
2814,2814,101004359677,"Im a resident in the boston area. And frequently take my child to the holborn street playlot play ground in Dorchester. This park has alot of trash and debre everywhere inside the park, and was wondering if there is anyone who cleans parks ? | SR Type: [Cleaning/Trash]  Park owner: [BPRD]","Soy un residente en la zona de Boston. Y con frecuencia llevar a mi hijo a la calle holborn playlot terreno de juego en Dorchester. Este parque tiene un montón de basura y desbroce por todas partes dentro del parque, y se preguntaba si hay alguien que limpia parques?  SR Tipo: [Limpiar / Trash] Propietario del parque: [BPRD]"
2815,2815,101004360123,"We have a vandalized stop sign at the intersection of Franklin Street and Hawley Street just outside of 40 Franklin Street. We attempted to remove the graffiti, but are unable to do so without defacing the sign. We would like assistance with a replacement please. Thank you.","Tenemos una señal de parada vandalizado en la intersección de Franklin Street y Hawley Street a las afueras de 40 Franklin Street. Intentamos quitar el graffiti, pero no podemos hacerlo sin desfigurar la señal. Nos gustaría recibir ayuda con un reemplazo por favor. Gracias."
2816,2816,101004368753,Loud airplane noise,Ruido del avión fuerte
2817,2817,101004368766,next to the trash | Item requested for a collection: [TV (0) Air Conditioner (0) Refrigerator/Freezer (1) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Mon/Thurs]  Curbside pickup or an alley: [Alley],junto a la basura  Artículo solicitado para una colección: [TV (0) Aire Acondicionado (0) Refrigerador/Congelador (1) Enfriador de agua (0) Dehumidificador (0) Monitor del ordenador (0)] Día de la basura: [Mon/Thurs] Recojo de la curva o un callejón: [Alley]
2818,2818,101004359450,human belongings,pertenencias humanas
2819,2819,101004368701,Smoking all the time by several smokers in park and next to playground. The smoke is so thick by the Little Library that it's not possible to stand there and look at the books!!,Fumar todo el tiempo por varios fumadores en el parque y al lado del parque. El humo es tan espeso por la Biblioteca Pequeña que no es posible pararse allí y mirar los libros!!
2820,2820,101004368233,Yard waste never picked up yesterday (June 27) on the designated day. Please pick up.,"Los residuos de yarda nunca se recogieron ayer (27 de junio) en el día designado. Por favor, recoja."
2821,2821,101004368770,"next to the trash | Date of scheduled pickup: [Thursday, June 30, 2022]  Item requested for a collection: [TV (0) Air Conditioner (0) Refrigerator/Freezer (1) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Mon/Thurs]  Curbside pickup or an alley: [Curbside Pickup]","al lado de la basura  Fecha de recogida programada: [Jueves, 30 de junio 2022] Artículo solicitado para una colección: [TV (0) Aire Acondicionado (0) Refrigerador (1) Enfriador de agua (0) Dehumidificador (0) Monitor de computadora (0)] Día de la basura: [Mon/Thurs] Recojo de la curva o un callejón: [Curbside Pickup]"
2822,2822,101004368712,How was your waste placed out for collection: [Yard Waste Paper Bag]  Scheduled trash day: [Mon/Thurs]  Curbside pickup or an alley: [Curb Side Pickup],¿Cómo se colocó su basura para la recogida: [bolso de papel de desecho de yarda] Día de basura programada: [Mon/Thurs] Recojo de la curva o un callejón: [Curb Side Pickup]
2823,2823,101004368772,"This section of road - from 1912-1936 Beacon Street, is, and has always been full of potholes.  Please, please fix it? Appreciate it.","Esta sección de la carretera - de 1912-1936 Beacon Street, es, y siempre ha estado lleno de baches. Por favor, por favor, arreglarlo? Apreciarlo."
2824,2824,101004368697,"Other | Details: [the occupants at 387 Beacon are leaving their trash and recycle barrels on the private property at the rear of 389 Beacon, off of Pulic Alley 416.  Their mgmt company has been informed but refuses to do anythig]  Exact location: [rear]","Otros  Detalles: [los ocupantes en 387 Beacon están dejando su basura y reciclar barriles en la propiedad privada en la parte trasera de 389 Beacon, fuera de Pulic Alley 416. Su empresa mgmt ha sido informada, pero se niega a hacer cualquier cosa] Ubicación exacta: [rear]"
2825,2825,101004367222,64 devon st pls remove trash was cited,64 devon st pls eliminar basura fue citado
2826,2826,101004368763,"Date of scheduled pickup: [Friday, July 1, 2022]  Item requested for a collection: [TV (0) Air Conditioner (1) Refrigerator/Freezer (0) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Friday]  Curbside pickup or an alley: [Curbside Pickup]",Fecha de recogida programada: [Viernes 1 de julio de 2022] Artículo solicitado para una colección: [TV (0) Aire Acondicionado (1) Refrigerador/Congelador (0) Enfriador de agua (0) Dehumidificador (0) Monitor de computadora (0)] Día de la basura: [Viernes] Recojo de Curbside o un callejón: [Recogida de Curbside]
2827,2827,101004368757,Illegal parking with no Residential sticker parked in front of my home. I'd appreciate it if a meeter maid could come  out and place ticket  violation on this vehicle Thank you,Estacionamiento ilegal sin pegatina residencial estacionado frente a mi casa. Agradecería que una criada de la reunión pudiera salir y colocar la violación de boletos en este vehículo. Gracias.
2828,2828,101004368073,Street is full of trash,La calle está llena de basura.
2829,2829,101004368684,Two needles,Dos agujas
2830,2830,101004366218,overgrown weeds impeding sidewalk,malas hierbas cubiertas que impiden la acera
2831,2831,101004368756,Many cars and trucks parked in no parking  or fire lane a safety concern,Muchos coches y camiones estacionados en ningún aparcamiento o carril de bomberos una preocupación de seguridad
2832,2832,101004368468,"Many small rats running around the home, running around the garbage cans and spilling into neighbors yards","Muchas ratas pequeñas corriendo alrededor de la casa, corriendo alrededor de los cubos de basura y derramando en los patios vecinos"
2833,2833,101004368724,"on the 203 rotary there is advertising signs , states it is a asphalt company 617-852-0897 | Type of posting: [Posters]","en el 203 rotativo hay signos publicitarios, dice que es una compañía de asfalto 617-852-0897  Tipo de publicación: [Pósters]"
2834,2834,101004368755,Explanation of Cart Return: [Cart broken]  Recycling Day: [Wednesday]  Cart identification: [057608],Explicación de la devolución del carro: Día de reciclaje: [Miércoles] Identificación del carro: [057608]
2835,2835,101004367111,Busted trash barrel. Needs to be replaced.,Debe ser reemplazado.
2836,2836,101004363289,Rat bites: [No]  Rats in the house: [No]  Rats outside of property: [No]  What is the nature of the problem: [Rats all over the back of the property],Mordeduras de ratas: [No] Ratas en la casa: [No] Ratas fuera de la propiedad: [No] ¿Cuál es la naturaleza del problema: [Ratas por toda la parte trasera de la propiedad]
2837,2837,101004368505,The bags were not taken yesterday- they are still here waiting to be collected - thanks for your attention to this matter | Scheduled trash day: [Mon/Fri]  How was your trash placed out for collection: [Trash bag]  Curbside pickup or an alley: [Curb Side Pickup],Las bolsas no fueron tomadas ayer - que todavía están aquí esperando para ser recogidos - gracias por su atención a este asunto  Día de basura programado: [Mon/Fri] ¿Cómo se colocó su basura para la recogida: [bolsa de choque] Recojo de Curbside o un callejón: [Curb Side Pickup]
2838,2838,101004368752,US 1 no parking allowed.There is no parking allowed here | The closest intersecting street: [Arborway]  How is the car parked illegally: [Other]  Details: [2 car and a bob cat],No se permite aparcar aquí  La calle más cercana a la intersección: [Arborway] ¿Cómo es que el coche está estacionado ilegalmente: [Otro] Detalles: [2 coche y un gato bob]
2839,2839,101004368748,My daughter got her foot stuck while playing on the playground at Castle island and tripped and cut her lip.  Can you please repair the playground so it is safe for play?,Mi hija se atoró el pie mientras jugaba en el parque infantil de Castle Island y se tropezó y se cortó el labio. ¿Puede reparar el parque infantil para que sea seguro para jugar?
2840,2840,101004368709,Constituent reports recycle cart was taken away today. | Recycling pickup day: [Tuesday]  No. of carts: [1]  No. of units: [1],Informes constituyentes carro de reciclaje fue quitado hoy.  Recycling pickup day: [Martes] No. de carros: [1] No. de unidades: [1]
2841,2841,101004368005,Trash out after collection Alley 416 at Fairfield,Papelera después de la recogida Callejón 416 en Fairfield
2842,2842,101004368661,Trash bags for removal. Ticket has been issued.,Bolsas de basura para retirar. El billete ha sido emitido.
2843,2843,101004368741,the resident feels the is dead .Could the city come and do an inspection? | Is this a City owned tree situated on the sidewalk: [Yes],el residente siente que el está muerto. ¿Podría la ciudad venir y hacer una inspección?  ¿Es este un árbol de propiedad de la ciudad situado en la acera: [Sí]
2844,2844,101004368737,Constituent states that there are two non fruit bearing trees in front of her home. It appears as though some of the branches look dead. Requesting inspection and pruning. | Is this a City owned tree situated on the sidewalk: [Yes],Constituyente afirma que hay dos árboles no frutales en frente de su casa. Parece como si algunas de las ramas se ven muertos. Solicitar inspección y poda.  ¿Es este un árbol de propiedad de la ciudad situado en la acera: [Sí]
2845,2845,101004362731,"Used to be a ""no parking anytime"" sign that has fallen off.","Solía ser una señal de ""no aparcar en cualquier momento"" que se ha caído."
2846,2846,101004366974,209 blue hill ave pls remove construction debris,209 ave pls colina azul eliminar escombros de construcción
2847,2847,101004368229,Yard waste was missed - constituent called 311 to report but address was mistakenly entered as 15 Libbey St (4367822). | How was your waste placed out for collection: [Barrel]  Barrels or bags over 50 lbs: [No]  Scheduled trash day: [Monday]  Curbside pickup or an alley: [Curb Side Pickup]  Yard waste mixed with household trash: [No],"Los residuos de yarda se perdieron - constituyente llamado 311 para informar, pero la dirección se introdujo erróneamente como 15 Libbey St (4367822).  ¿Cómo se colocó su desecho para la recogida: [Barril] Barriles o bolsas de más de 50 libras: [No] Día de basura programado: [Lunes] Recojo de la curva o un callejón: [Curb Side Pickup] Residuos de yarda mezclados con basura doméstica: [No]"
2848,2848,101004367522,Other | Details: [Old car in the back yard and on grass.The yard looks like a junk yard.]  Exact location: [back yard],Otros  Detalles: [Coche viejo en el patio trasero y en la hierba.El patio se parece a un patio de chatarra.] Ubicación exacta: [patio trasero]
2849,2849,101004368710,Overgrown weeds,Hierbas sobrecrecidas
